product_id,product_name,category,price
496,Product 496,Books,41.39
781,Product 781,Toys & Games,23.16
326,Product 326,Books,77.71
657,Product 657,Electronics,27.81
7,Product 7,Electronics,94.21
112,Product 112,Toys & Games,83.05
315,Product 315,Home,75.92
214,Product 214,Fashion,79.37
924,Product 924,Health & Beauty,83.05
496,Product 496,Books,35.12
702,Product 702,Home,47.36
41,Product 41,Home,64.79
342,Product 342,Fashion,63.39
900,Product 900,Home,22.69
879,Product 879,Home,44.01
521,Product 521,Home,95.57
386,Product 386,Health & Beauty,7.49
46,Product 46,Books,30.54
891,Product 891,Books,20.19
772,Product 772,Health & Beauty,24.72
40,Product 40,Fashion,28.92
71,Product 71,Electronics,68.74
280,Product 280,Electronics,53.39
92,Product 92,Health & Beauty,55.9
285,Product 285,Fashion,98.0
848,Product 848,Health & Beauty,7.38
968,Product 968,Electronics,69.11
116,Product 116,Electronics,11.38
820,Product 820,Health & Beauty,5.88
321,Product 321,Fashion,70.29
430,Product 430,Toys & Games,72.82
900,Product 900,Home,13.62
264,Product 264,Health & Beauty,24.04
86,Product 86,Health & Beauty,16.34
651,Product 651,Toys & Games,26.57
688,Product 688,Home,7.74
190,Product 190,Books,56.5
211,Product 211,Fashion,64.64
792,Product 792,Toys & Games,57.22
439,Product 439,Home,93.36
600,Product 600,Fashion,53.04
369,Product 369,Toys & Games,98.07
284,Product 284,Home,89.62
783,Product 783,Home,36.56
624,Product 624,Books,55.42
330,Product 330,Fashion,82.82
917,Product 917,Electronics,71.98
198,Product 198,Home,32.17
347,Product 347,Books,13.51
577,Product 577,Books,46.03
387,Product 387,Home,39.77
142,Product 142,Health & Beauty,36.22
186,Product 186,Home,40.09
521,Product 521,Electronics,10.7
536,Product 536,Health & Beauty,77.7
183,Product 183,Toys & Games,16.1
534,Product 534,Home,74.05
140,Product 140,Home,94.08
461,Product 461,Home,33.34
594,Product 594,Books,40.4
415,Product 415,Health & Beauty,65.03
253,Product 253,Toys & Games,29.76
491,Product 491,Health & Beauty,67.27
493,Product 493,Toys & Games,93.77
393,Product 393,Toys & Games,5.03
137,Product 137,Books,57.86
10,Product 10,Fashion,62.02
714,Product 714,Fashion,97.17
279,Product 279,Electronics,11.64
905,Product 905,Toys & Games,17.21
488,Product 488,Books,16.7
708,Product 708,Books,44.22
227,Product 227,Books,83.32
632,Product 632,Health & Beauty,19.92
519,Product 519,Toys & Games,27.78
562,Product 562,Health & Beauty,63.08
363,Product 363,Electronics,24.21
898,Product 898,Home,9.12
752,Product 752,Electronics,78.72
918,Product 918,Fashion,5.11
951,Product 951,Toys & Games,93.72
566,Product 566,Fashion,61.52
987,Product 987,Home,37.78
898,Product 898,Fashion,68.79
387,Product 387,Home,48.97
284,Product 284,Health & Beauty,46.44
659,Product 659,Electronics,82.42
429,Product 429,Home,79.61
191,Product 191,Toys & Games,40.08
212,Product 212,Fashion,45.74
539,Product 539,Fashion,47.45
619,Product 619,Toys & Games,8.92
776,Product 776,Home,22.83
186,Product 186,Fashion,81.28
714,Product 714,Electronics,66.17
984,Product 984,Home,11.41
886,Product 886,Toys & Games,98.76
201,Product 201,Fashion,38.82
747,Product 747,Home,75.61
567,Product 567,Health & Beauty,67.55
49,Product 49,Fashion,99.39
353,Product 353,Toys & Games,70.33
326,Product 326,Fashion,97.67
700,Product 700,Electronics,52.12
730,Product 730,Electronics,72.74
70,Product 70,Books,43.49
46,Product 46,Books,9.45
216,Product 216,Fashion,18.24
713,Product 713,Fashion,57.23
6,Product 6,Fashion,77.85
667,Product 667,Home,25.42
501,Product 501,Fashion,85.84
885,Product 885,Toys & Games,79.42
972,Product 972,Toys & Games,38.12
237,Product 237,Health & Beauty,83.2
139,Product 139,Electronics,78.38
236,Product 236,Books,69.26
678,Product 678,Home,42.44
96,Product 96,Books,99.51
50,Product 50,Fashion,77.7
93,Product 93,Home,93.37
893,Product 893,Fashion,29.67
15,Product 15,Electronics,61.58
768,Product 768,Electronics,78.65
758,Product 758,Toys & Games,74.94
214,Product 214,Toys & Games,67.51
620,Product 620,Toys & Games,66.37
35,Product 35,Toys & Games,19.39
606,Product 606,Books,73.65
266,Product 266,Home,18.02
901,Product 901,Fashion,10.51
598,Product 598,Books,27.01
934,Product 934,Home,22.07
875,Product 875,Toys & Games,93.25
484,Product 484,Books,75.0
119,Product 119,Books,7.26
561,Product 561,Toys & Games,82.46
805,Product 805,Health & Beauty,93.36
929,Product 929,Electronics,89.97
336,Product 336,Electronics,7.07
735,Product 735,Toys & Games,82.06
999,Product 999,Fashion,92.43
156,Product 156,Home,57.06
394,Product 394,Health & Beauty,27.04
587,Product 587,Health & Beauty,26.27
943,Product 943,Fashion,64.52
565,Product 565,Toys & Games,87.09
218,Product 218,Toys & Games,30.7
555,Product 555,Home,73.89
662,Product 662,Electronics,43.3
386,Product 386,Toys & Games,38.19
77,Product 77,Books,94.97
225,Product 225,Books,27.93
609,Product 609,Electronics,67.62
324,Product 324,Toys & Games,35.69
741,Product 741,Fashion,76.9
767,Product 767,Home,70.43
140,Product 140,Books,28.29
837,Product 837,Health & Beauty,82.19
286,Product 286,Toys & Games,78.32
656,Product 656,Home,45.47
673,Product 673,Books,79.75
882,Product 882,Electronics,73.66
274,Product 274,Toys & Games,23.63
272,Product 272,Books,98.22
32,Product 32,Electronics,39.93
827,Product 827,Books,41.19
700,Product 700,Home,86.32
532,Product 532,Electronics,63.19
675,Product 675,Home,34.66
49,Product 49,Home,77.11
204,Product 204,Health & Beauty,18.37
264,Product 264,Electronics,12.08
752,Product 752,Fashion,7.54
982,Product 982,Electronics,64.69
464,Product 464,Books,62.1
477,Product 477,Toys & Games,73.6
30,Product 30,Books,23.12
763,Product 763,Electronics,59.11
623,Product 623,Home,95.1
518,Product 518,Fashion,89.01
104,Product 104,Fashion,15.53
760,Product 760,Health & Beauty,83.75
969,Product 969,Fashion,50.34
790,Product 790,Toys & Games,59.09
971,Product 971,Home,84.28
57,Product 57,Home,73.71
771,Product 771,Home,33.1
699,Product 699,Health & Beauty,70.92
402,Product 402,Electronics,24.4
60,Product 60,Toys & Games,39.05
852,Product 852,Home,92.01
183,Product 183,Toys & Games,8.12
182,Product 182,Electronics,98.1
585,Product 585,Home,40.54
916,Product 916,Home,74.56
451,Product 451,Health & Beauty,54.93
816,Product 816,Home,49.5
796,Product 796,Books,89.53
927,Product 927,Fashion,83.75
351,Product 351,Fashion,44.77
85,Product 85,Toys & Games,93.67
849,Product 849,Books,77.19
168,Product 168,Health & Beauty,81.97
489,Product 489,Books,38.94
958,Product 958,Home,36.17
873,Product 873,Fashion,18.23
90,Product 90,Electronics,44.88
799,Product 799,Home,79.21
171,Product 171,Fashion,32.27
233,Product 233,Books,63.07
896,Product 896,Home,26.43
752,Product 752,Fashion,85.25
709,Product 709,Toys & Games,68.21
787,Product 787,Toys & Games,8.82
667,Product 667,Electronics,64.9
226,Product 226,Toys & Games,81.46
449,Product 449,Toys & Games,25.23
444,Product 444,Home,66.88
725,Product 725,Toys & Games,83.65
12,Product 12,Fashion,46.8
494,Product 494,Fashion,53.31
744,Product 744,Toys & Games,31.27
147,Product 147,Fashion,43.18
228,Product 228,Fashion,84.59
419,Product 419,Books,79.92
203,Product 203,Health & Beauty,85.63
962,Product 962,Home,92.66
58,Product 58,Books,74.48
202,Product 202,Health & Beauty,45.57
438,Product 438,Home,34.32
861,Product 861,Home,73.21
81,Product 81,Health & Beauty,69.1
595,Product 595,Home,69.67
111,Product 111,Electronics,97.09
886,Product 886,Books,59.33
630,Product 630,Electronics,28.37
400,Product 400,Books,30.36
992,Product 992,Toys & Games,60.72
836,Product 836,Books,7.27
830,Product 830,Electronics,52.37
932,Product 932,Fashion,70.55
69,Product 69,Fashion,46.45
692,Product 692,Toys & Games,62.67
993,Product 993,Health & Beauty,41.23
92,Product 92,Health & Beauty,38.16
484,Product 484,Home,6.81
31,Product 31,Fashion,34.14
358,Product 358,Books,8.12
582,Product 582,Toys & Games,43.96
91,Product 91,Electronics,36.64
204,Product 204,Health & Beauty,22.05
142,Product 142,Books,94.54
668,Product 668,Books,32.05
808,Product 808,Fashion,15.41
633,Product 633,Fashion,87.48
283,Product 283,Toys & Games,68.73
630,Product 630,Fashion,94.51
871,Product 871,Home,56.98
1000,Product 1000,Books,21.76
58,Product 58,Fashion,52.15
902,Product 902,Toys & Games,16.8
736,Product 736,Electronics,66.43
975,Product 975,Fashion,22.47
688,Product 688,Books,31.14
96,Product 96,Home,54.64
457,Product 457,Health & Beauty,49.07
690,Product 690,Books,7.81
168,Product 168,Electronics,38.1
946,Product 946,Fashion,85.28
399,Product 399,Fashion,50.32
996,Product 996,Fashion,17.8
395,Product 395,Electronics,63.18
369,Product 369,Home,69.41
12,Product 12,Health & Beauty,33.82
410,Product 410,Toys & Games,30.36
651,Product 651,Electronics,77.6
947,Product 947,Fashion,46.41
673,Product 673,Books,44.03
483,Product 483,Electronics,30.34
909,Product 909,Health & Beauty,89.77
559,Product 559,Books,74.73
997,Product 997,Fashion,76.63
989,Product 989,Books,41.04
330,Product 330,Toys & Games,89.33
634,Product 634,Books,69.8
285,Product 285,Books,63.9
243,Product 243,Books,77.38
304,Product 304,Books,26.06
729,Product 729,Electronics,65.44
315,Product 315,Health & Beauty,51.39
380,Product 380,Books,65.98
718,Product 718,Health & Beauty,84.45
679,Product 679,Fashion,32.76
464,Product 464,Health & Beauty,16.83
988,Product 988,Electronics,33.69
269,Product 269,Home,85.35
828,Product 828,Fashion,28.42
305,Product 305,Fashion,18.79
9,Product 9,Fashion,9.3
52,Product 52,Health & Beauty,53.69
659,Product 659,Toys & Games,15.63
662,Product 662,Home,66.76
239,Product 239,Electronics,57.78
323,Product 323,Fashion,25.99
78,Product 78,Fashion,75.07
584,Product 584,Electronics,93.63
517,Product 517,Electronics,96.56
920,Product 920,Electronics,70.36
92,Product 92,Books,85.69
721,Product 721,Toys & Games,68.75
785,Product 785,Home,36.38
603,Product 603,Fashion,99.2
325,Product 325,Books,81.84
206,Product 206,Health & Beauty,77.93
428,Product 428,Toys & Games,81.63
656,Product 656,Electronics,45.22
731,Product 731,Electronics,97.06
16,Product 16,Health & Beauty,20.58
189,Product 189,Books,83.76
773,Product 773,Health & Beauty,59.44
50,Product 50,Fashion,83.56
433,Product 433,Electronics,87.8
637,Product 637,Fashion,10.85
999,Product 999,Electronics,47.48
235,Product 235,Health & Beauty,52.86
506,Product 506,Books,99.8
874,Product 874,Toys & Games,48.14
359,Product 359,Home,39.81
149,Product 149,Home,6.92
314,Product 314,Electronics,64.48
665,Product 665,Books,42.76
710,Product 710,Fashion,63.48
359,Product 359,Fashion,46.59
792,Product 792,Toys & Games,83.61
733,Product 733,Fashion,52.91
87,Product 87,Fashion,53.35
960,Product 960,Toys & Games,55.81
38,Product 38,Home,67.36
327,Product 327,Toys & Games,89.39
857,Product 857,Home,30.99
49,Product 49,Electronics,28.87
779,Product 779,Fashion,77.99
505,Product 505,Home,51.68
372,Product 372,Toys & Games,74.67
573,Product 573,Fashion,64.33
951,Product 951,Electronics,87.05
738,Product 738,Toys & Games,98.19
463,Product 463,Toys & Games,20.37
43,Product 43,Fashion,66.4
816,Product 816,Home,77.35
569,Product 569,Fashion,61.07
834,Product 834,Home,42.56
566,Product 566,Home,22.72
686,Product 686,Toys & Games,95.8
429,Product 429,Health & Beauty,6.6
289,Product 289,Health & Beauty,49.59
317,Product 317,Health & Beauty,86.55
983,Product 983,Toys & Games,75.8
372,Product 372,Electronics,55.41
46,Product 46,Health & Beauty,21.72
141,Product 141,Toys & Games,5.43
552,Product 552,Toys & Games,49.34
741,Product 741,Health & Beauty,71.23
708,Product 708,Health & Beauty,68.74
614,Product 614,Home,19.01
939,Product 939,Home,43.81
888,Product 888,Fashion,66.85
58,Product 58,Health & Beauty,10.52
221,Product 221,Electronics,83.05
8,Product 8,Books,33.71
509,Product 509,Books,41.89
116,Product 116,Books,81.44
807,Product 807,Books,55.62
2,Product 2,Home,80.14
394,Product 394,Books,90.8
823,Product 823,Health & Beauty,50.71
282,Product 282,Books,99.11
705,Product 705,Books,17.54
996,Product 996,Home,41.79
846,Product 846,Health & Beauty,70.01
362,Product 362,Toys & Games,50.4
935,Product 935,Home,31.79
292,Product 292,Home,76.96
96,Product 96,Fashion,48.78
73,Product 73,Fashion,58.89
257,Product 257,Health & Beauty,77.49
475,Product 475,Fashion,49.95
473,Product 473,Toys & Games,84.91
373,Product 373,Toys & Games,5.2
391,Product 391,Home,81.2
146,Product 146,Electronics,59.23
557,Product 557,Home,53.88
395,Product 395,Toys & Games,30.9
91,Product 91,Health & Beauty,12.8
889,Product 889,Fashion,41.94
10,Product 10,Electronics,52.69
576,Product 576,Fashion,62.66
695,Product 695,Home,41.01
691,Product 691,Health & Beauty,24.1
668,Product 668,Fashion,39.08
715,Product 715,Electronics,70.95
814,Product 814,Electronics,70.04
938,Product 938,Home,24.79
155,Product 155,Books,9.25
477,Product 477,Toys & Games,76.18
124,Product 124,Fashion,60.53
83,Product 83,Health & Beauty,18.43
198,Product 198,Home,15.24
51,Product 51,Books,82.37
882,Product 882,Fashion,75.12
875,Product 875,Home,14.62
202,Product 202,Home,99.85
767,Product 767,Toys & Games,19.67
704,Product 704,Health & Beauty,49.17
884,Product 884,Toys & Games,34.85
620,Product 620,Toys & Games,83.93
159,Product 159,Fashion,81.04
686,Product 686,Home,34.23
891,Product 891,Health & Beauty,55.11
552,Product 552,Home,53.69
236,Product 236,Electronics,78.05
489,Product 489,Books,73.43
234,Product 234,Electronics,38.58
742,Product 742,Health & Beauty,49.61
29,Product 29,Fashion,36.75
207,Product 207,Electronics,91.03
279,Product 279,Fashion,25.3
193,Product 193,Electronics,32.22
870,Product 870,Home,16.92
923,Product 923,Health & Beauty,26.61
984,Product 984,Health & Beauty,78.65
631,Product 631,Health & Beauty,7.54
16,Product 16,Fashion,11.77
109,Product 109,Fashion,38.06
101,Product 101,Health & Beauty,21.25
218,Product 218,Electronics,92.68
211,Product 211,Home,17.03
471,Product 471,Health & Beauty,71.99
187,Product 187,Books,76.18
772,Product 772,Electronics,12.02
29,Product 29,Health & Beauty,79.23
717,Product 717,Health & Beauty,42.39
717,Product 717,Home,10.28
438,Product 438,Books,10.61
286,Product 286,Fashion,86.56
229,Product 229,Electronics,21.84
920,Product 920,Health & Beauty,36.06
854,Product 854,Electronics,44.96
658,Product 658,Fashion,96.65
259,Product 259,Electronics,20.48
873,Product 873,Books,12.85
349,Product 349,Fashion,42.93
794,Product 794,Health & Beauty,34.16
916,Product 916,Toys & Games,17.44
803,Product 803,Fashion,75.32
518,Product 518,Toys & Games,89.63
534,Product 534,Electronics,28.69
773,Product 773,Home,92.99
375,Product 375,Toys & Games,18.89
852,Product 852,Fashion,41.94
793,Product 793,Books,46.59
327,Product 327,Health & Beauty,58.69
139,Product 139,Electronics,43.6
302,Product 302,Electronics,41.23
858,Product 858,Books,36.62
697,Product 697,Home,40.1
184,Product 184,Toys & Games,26.86
538,Product 538,Health & Beauty,66.33
260,Product 260,Fashion,18.0
64,Product 64,Books,34.52
848,Product 848,Health & Beauty,90.13
284,Product 284,Home,8.63
946,Product 946,Fashion,28.86
865,Product 865,Home,7.06
594,Product 594,Home,40.0
794,Product 794,Toys & Games,9.18
85,Product 85,Books,89.44
258,Product 258,Home,37.05
527,Product 527,Toys & Games,22.87
249,Product 249,Electronics,26.4
388,Product 388,Health & Beauty,59.09
851,Product 851,Electronics,91.74
348,Product 348,Electronics,65.14
75,Product 75,Electronics,11.27
794,Product 794,Books,92.32
121,Product 121,Electronics,77.68
259,Product 259,Toys & Games,8.24
256,Product 256,Home,24.31
763,Product 763,Toys & Games,56.22
701,Product 701,Home,8.92
461,Product 461,Electronics,43.25
83,Product 83,Home,60.62
59,Product 59,Home,64.93
944,Product 944,Health & Beauty,58.57
764,Product 764,Toys & Games,67.14
241,Product 241,Home,77.97
583,Product 583,Books,5.63
28,Product 28,Fashion,67.1
736,Product 736,Home,9.19
151,Product 151,Home,44.83
19,Product 19,Electronics,78.45
27,Product 27,Toys & Games,52.22
316,Product 316,Books,17.83
7,Product 7,Fashion,54.18
326,Product 326,Fashion,11.66
204,Product 204,Health & Beauty,29.97
805,Product 805,Books,96.16
908,Product 908,Fashion,62.61
416,Product 416,Toys & Games,59.45
877,Product 877,Fashion,15.59
907,Product 907,Electronics,40.0
919,Product 919,Books,31.91
333,Product 333,Health & Beauty,60.9
363,Product 363,Toys & Games,72.29
792,Product 792,Health & Beauty,60.69
404,Product 404,Fashion,87.62
52,Product 52,Home,21.86
187,Product 187,Health & Beauty,82.75
614,Product 614,Health & Beauty,63.1
709,Product 709,Books,71.31
77,Product 77,Fashion,41.99
622,Product 622,Electronics,80.68
821,Product 821,Fashion,79.5
265,Product 265,Electronics,43.62
913,Product 913,Books,64.5
339,Product 339,Electronics,36.62
16,Product 16,Health & Beauty,62.65
339,Product 339,Fashion,35.62
940,Product 940,Fashion,19.2
716,Product 716,Fashion,54.35
267,Product 267,Fashion,63.86
363,Product 363,Health & Beauty,5.15
607,Product 607,Books,13.32
486,Product 486,Toys & Games,59.03
721,Product 721,Books,12.65
284,Product 284,Electronics,48.07
407,Product 407,Fashion,73.54
337,Product 337,Home,83.56
186,Product 186,Books,69.22
791,Product 791,Books,26.55
545,Product 545,Books,88.42
839,Product 839,Toys & Games,57.05
949,Product 949,Books,23.13
473,Product 473,Home,60.01
108,Product 108,Toys & Games,31.73
454,Product 454,Health & Beauty,44.83
985,Product 985,Fashion,96.28
14,Product 14,Toys & Games,23.71
269,Product 269,Health & Beauty,45.19
303,Product 303,Toys & Games,47.33
629,Product 629,Health & Beauty,25.52
963,Product 963,Fashion,30.26
405,Product 405,Toys & Games,54.75
517,Product 517,Toys & Games,99.96
602,Product 602,Books,66.6
850,Product 850,Electronics,21.26
325,Product 325,Electronics,73.57
697,Product 697,Toys & Games,95.37
665,Product 665,Books,65.25
476,Product 476,Toys & Games,40.42
736,Product 736,Books,43.6
693,Product 693,Books,25.73
820,Product 820,Toys & Games,32.92
761,Product 761,Books,80.17
545,Product 545,Health & Beauty,26.82
646,Product 646,Toys & Games,29.99
808,Product 808,Health & Beauty,18.15
77,Product 77,Health & Beauty,40.0
135,Product 135,Home,35.57
435,Product 435,Books,84.64
134,Product 134,Electronics,56.96
632,Product 632,Books,51.8
658,Product 658,Home,17.37
327,Product 327,Fashion,48.46
913,Product 913,Electronics,82.18
879,Product 879,Fashion,48.3
131,Product 131,Toys & Games,97.77
663,Product 663,Books,85.84
425,Product 425,Electronics,41.73
962,Product 962,Fashion,49.85
595,Product 595,Health & Beauty,42.9
818,Product 818,Home,42.14
337,Product 337,Toys & Games,73.97
305,Product 305,Books,5.89
206,Product 206,Toys & Games,95.3
928,Product 928,Toys & Games,39.53
564,Product 564,Electronics,99.66
661,Product 661,Fashion,21.91
499,Product 499,Fashion,8.71
75,Product 75,Toys & Games,84.67
177,Product 177,Home,77.4
745,Product 745,Toys & Games,86.19
776,Product 776,Home,31.8
304,Product 304,Home,32.23
66,Product 66,Electronics,95.79
704,Product 704,Home,82.43
923,Product 923,Health & Beauty,20.53
28,Product 28,Electronics,52.37
256,Product 256,Home,46.31
312,Product 312,Electronics,14.43
725,Product 725,Home,27.2
743,Product 743,Toys & Games,25.53
38,Product 38,Books,88.5
872,Product 872,Health & Beauty,92.43
892,Product 892,Health & Beauty,5.58
555,Product 555,Electronics,34.31
564,Product 564,Electronics,76.75
11,Product 11,Toys & Games,92.55
568,Product 568,Toys & Games,11.74
832,Product 832,Health & Beauty,29.32
925,Product 925,Health & Beauty,27.96
160,Product 160,Books,50.81
977,Product 977,Home,75.18
22,Product 22,Health & Beauty,21.14
131,Product 131,Health & Beauty,64.28
53,Product 53,Home,13.1
42,Product 42,Home,37.09
943,Product 943,Fashion,7.97
587,Product 587,Fashion,94.28
447,Product 447,Electronics,29.97
690,Product 690,Books,21.18
203,Product 203,Fashion,10.84
145,Product 145,Toys & Games,81.46
67,Product 67,Books,25.18
238,Product 238,Books,59.68
871,Product 871,Electronics,52.86
626,Product 626,Books,51.47
509,Product 509,Electronics,90.05
703,Product 703,Health & Beauty,67.98
491,Product 491,Electronics,63.14
514,Product 514,Toys & Games,37.89
320,Product 320,Fashion,55.16
33,Product 33,Health & Beauty,74.84
196,Product 196,Health & Beauty,17.39
464,Product 464,Books,63.1
947,Product 947,Health & Beauty,11.89
105,Product 105,Home,72.15
388,Product 388,Health & Beauty,55.47
893,Product 893,Electronics,16.53
536,Product 536,Health & Beauty,32.03
346,Product 346,Toys & Games,72.13
887,Product 887,Fashion,82.29
634,Product 634,Books,63.13
468,Product 468,Electronics,51.58
717,Product 717,Health & Beauty,34.18
797,Product 797,Home,49.25
423,Product 423,Electronics,94.13
657,Product 657,Toys & Games,30.11
65,Product 65,Home,6.77
941,Product 941,Toys & Games,71.46
192,Product 192,Toys & Games,55.68
658,Product 658,Fashion,69.91
367,Product 367,Home,21.58
664,Product 664,Home,23.31
694,Product 694,Toys & Games,37.32
548,Product 548,Toys & Games,31.42
580,Product 580,Fashion,43.79
18,Product 18,Toys & Games,51.07
154,Product 154,Books,70.47
7,Product 7,Toys & Games,62.81
836,Product 836,Toys & Games,51.14
148,Product 148,Toys & Games,87.99
882,Product 882,Toys & Games,42.36
209,Product 209,Books,68.25
972,Product 972,Fashion,85.94
815,Product 815,Home,87.93
193,Product 193,Home,56.97
28,Product 28,Books,68.02
259,Product 259,Electronics,15.47
17,Product 17,Toys & Games,55.78
316,Product 316,Home,20.38
696,Product 696,Home,86.25
298,Product 298,Home,35.94
382,Product 382,Home,91.75
28,Product 28,Electronics,10.97
118,Product 118,Fashion,40.56
892,Product 892,Books,48.94
404,Product 404,Electronics,5.25
804,Product 804,Fashion,13.96
67,Product 67,Electronics,26.73
945,Product 945,Electronics,63.59
891,Product 891,Books,95.24
328,Product 328,Fashion,7.75
122,Product 122,Toys & Games,18.18
225,Product 225,Electronics,59.54
650,Product 650,Health & Beauty,10.52
359,Product 359,Fashion,77.53
147,Product 147,Fashion,40.88
728,Product 728,Books,30.17
110,Product 110,Toys & Games,97.76
302,Product 302,Home,75.64
152,Product 152,Books,27.57
833,Product 833,Home,36.17
478,Product 478,Fashion,22.31
464,Product 464,Books,39.41
736,Product 736,Home,71.22
696,Product 696,Electronics,45.38
87,Product 87,Toys & Games,90.19
462,Product 462,Home,92.21
711,Product 711,Books,74.69
586,Product 586,Books,60.13
543,Product 543,Fashion,72.71
172,Product 172,Toys & Games,63.85
943,Product 943,Electronics,29.99
162,Product 162,Toys & Games,47.32
970,Product 970,Books,12.41
266,Product 266,Fashion,42.76
582,Product 582,Fashion,33.93
667,Product 667,Electronics,97.95
274,Product 274,Books,62.65
990,Product 990,Books,43.77
501,Product 501,Electronics,26.52
801,Product 801,Books,90.86
151,Product 151,Fashion,58.09
139,Product 139,Toys & Games,29.88
62,Product 62,Home,43.7
849,Product 849,Books,15.8
51,Product 51,Toys & Games,22.64
54,Product 54,Health & Beauty,18.37
946,Product 946,Books,62.07
985,Product 985,Books,50.1
55,Product 55,Books,68.15
818,Product 818,Home,5.9
874,Product 874,Toys & Games,89.06
672,Product 672,Fashion,37.38
197,Product 197,Health & Beauty,8.85
829,Product 829,Toys & Games,21.21
540,Product 540,Home,12.86
893,Product 893,Home,71.81
698,Product 698,Electronics,87.27
407,Product 407,Fashion,97.35
529,Product 529,Health & Beauty,86.35
857,Product 857,Books,98.73
687,Product 687,Toys & Games,21.86
848,Product 848,Electronics,78.96
897,Product 897,Books,62.69
681,Product 681,Health & Beauty,16.55
559,Product 559,Electronics,50.98
868,Product 868,Books,79.9
966,Product 966,Health & Beauty,68.97
912,Product 912,Electronics,52.13
912,Product 912,Books,39.14
909,Product 909,Electronics,94.26
980,Product 980,Books,67.75
52,Product 52,Toys & Games,87.09
379,Product 379,Health & Beauty,97.16
948,Product 948,Home,34.75
320,Product 320,Electronics,79.26
826,Product 826,Home,21.21
44,Product 44,Electronics,36.43
473,Product 473,Books,49.85
554,Product 554,Toys & Games,15.26
625,Product 625,Toys & Games,5.24
574,Product 574,Books,82.18
859,Product 859,Health & Beauty,98.91
262,Product 262,Home,92.5
661,Product 661,Toys & Games,31.49
957,Product 957,Fashion,24.21
274,Product 274,Toys & Games,94.79
594,Product 594,Fashion,26.59
34,Product 34,Home,88.77
548,Product 548,Fashion,53.61
804,Product 804,Electronics,61.78
259,Product 259,Electronics,54.46
454,Product 454,Fashion,93.32
299,Product 299,Toys & Games,94.49
526,Product 526,Health & Beauty,30.84
962,Product 962,Fashion,9.83
544,Product 544,Books,65.4
28,Product 28,Health & Beauty,64.6
526,Product 526,Electronics,43.71
182,Product 182,Electronics,18.99
27,Product 27,Health & Beauty,80.82
354,Product 354,Books,95.4
72,Product 72,Books,86.1
59,Product 59,Fashion,50.02
582,Product 582,Fashion,21.71
574,Product 574,Fashion,40.41
978,Product 978,Books,73.52
601,Product 601,Toys & Games,77.75
382,Product 382,Toys & Games,37.46
583,Product 583,Electronics,37.22
309,Product 309,Health & Beauty,22.36
237,Product 237,Health & Beauty,66.13
289,Product 289,Fashion,29.75
77,Product 77,Books,28.44
486,Product 486,Fashion,20.9
811,Product 811,Health & Beauty,32.48
242,Product 242,Toys & Games,65.08
952,Product 952,Electronics,47.52
30,Product 30,Fashion,46.56
382,Product 382,Electronics,86.84
291,Product 291,Books,23.41
93,Product 93,Health & Beauty,80.12
