review_id,product_id,rating,review_date
5464,897,5,2020-10-24
9592,675,1,2022-10-15
2840,588,2,2020-03-30
7417,143,1,2021-08-07
9541,697,4,2022-06-05
8651,556,4,2022-03-27
6374,473,3,2022-10-17
1010,509,5,2020-02-03
3061,129,2,2022-11-21
1609,626,3,2022-11-12
788,881,2,2021-05-19
4012,478,2,2022-02-10
6023,858,4,2021-01-18
4198,483,5,2021-07-17
2285,855,5,2022-04-12
7812,555,3,2021-05-28
6227,704,5,2022-10-09
8396,685,3,2022-07-05
3998,519,2,2022-08-19
8125,770,3,2020-04-05
990,486,5,2020-02-22
7455,800,4,2020-12-11
7589,944,4,2021-11-16
8553,339,5,2021-09-27
8993,616,4,2022-02-10
3136,174,2,2021-03-06
1452,183,5,2021-03-14
7330,117,1,2022-07-16
6591,3,3,2020-05-15
5461,383,4,2020-01-28
8640,863,5,2021-01-31
7067,723,4,2020-05-19
9933,693,2,2020-06-13
9325,140,2,2021-01-03
3221,102,3,2022-04-05
8140,982,2,2022-06-15
2826,977,5,2021-05-18
705,216,4,2020-12-22
6945,133,1,2020-09-12
1019,785,2,2022-02-01
8624,60,3,2021-10-02
3072,814,3,2020-07-02
7155,708,3,2021-07-02
1756,947,3,2020-03-14
3892,388,2,2020-05-25
6569,77,4,2020-08-26
9801,481,4,2020-07-12
6774,524,5,2020-06-18
4877,814,1,2021-08-18
2246,710,2,2022-01-22
4567,828,4,2021-08-22
5289,871,3,2020-09-27
3099,494,4,2021-05-12
8367,81,3,2022-02-08
12,705,1,2020-02-08
1025,198,2,2022-04-06
5862,678,3,2020-10-26
3303,702,3,2021-04-25
1502,238,5,2021-05-27
5467,366,2,2022-11-27
4060,899,3,2022-07-05
3685,837,2,2022-10-12
7027,671,4,2021-01-06
8119,298,4,2020-09-20
1659,897,4,2021-08-21
5091,310,2,2022-02-20
5893,401,5,2022-07-05
8002,432,3,2021-04-04
67,398,2,2021-02-20
6622,890,1,2020-06-10
7475,849,4,2021-08-28
9113,790,1,2022-03-22
7768,15,1,2022-10-07
8202,297,1,2021-06-19
3542,484,1,2020-05-05
1213,85,1,2021-02-14
7228,338,4,2021-08-04
8619,425,2,2020-11-19
8509,250,3,2022-07-09
8877,862,4,2022-11-26
4317,159,4,2021-10-31
8770,590,5,2022-11-18
2698,96,1,2021-06-22
7051,987,1,2020-05-22
648,967,4,2020-01-04
8481,38,3,2022-08-31
9957,975,3,2022-01-13
2798,112,3,2022-12-13
709,301,2,2020-02-09
5727,183,3,2021-01-13
5580,862,5,2020-04-23
6864,238,2,2022-10-08
7920,96,3,2021-03-31
9457,502,2,2022-11-12
1138,581,3,2020-06-24
7643,932,5,2022-05-29
1101,39,1,2021-01-26
1780,904,4,2021-11-03
336,134,5,2020-03-22
1418,612,5,2021-01-27
2182,562,2,2020-06-14
1292,767,3,2022-12-25
9354,612,1,2022-06-14
1924,347,5,2021-08-08
1951,790,4,2020-11-21
2444,419,2,2022-04-10
7969,257,2,2021-08-03
7077,845,3,2020-11-20
5408,6,3,2020-08-24
1043,718,1,2021-12-11
9818,834,3,2020-04-18
6049,977,2,2022-04-18
3681,538,2,2021-08-07
2526,721,1,2020-07-08
5949,43,1,2022-02-21
8830,738,2,2020-10-08
8541,231,1,2022-03-16
7087,731,3,2020-06-24
3242,913,4,2021-11-25
8434,883,2,2020-11-22
2415,691,3,2020-09-27
44,946,3,2021-04-30
7071,442,4,2020-09-01
1854,560,4,2022-07-19
6853,590,1,2020-01-07
8270,866,3,2022-12-18
5873,242,2,2021-04-10
8358,523,3,2021-11-08
9337,151,5,2021-10-07
9492,692,1,2020-03-12
4611,167,2,2020-10-25
1491,219,1,2022-05-23
5054,371,3,2020-04-24
5852,722,5,2022-02-09
3035,649,5,2020-10-05
4947,922,1,2020-12-23
4170,442,3,2021-12-14
5651,998,5,2022-12-07
69,779,5,2021-12-18
1832,588,5,2020-01-20
1409,458,4,2021-09-02
5731,102,4,2020-06-22
4822,518,2,2021-02-11
484,370,2,2020-11-29
2699,114,2,2022-06-28
7184,83,5,2021-08-23
4296,289,2,2020-10-18
6221,122,2,2020-05-17
4419,425,1,2020-06-05
7723,783,2,2020-07-04
5810,14,3,2021-09-19
9227,629,3,2020-11-18
6786,36,2,2021-04-30
9447,518,4,2020-01-24
8774,621,4,2020-06-29
34,476,3,2021-07-17
938,508,2,2022-03-31
4220,187,2,2020-12-07
7509,598,3,2022-05-29
4723,791,5,2020-02-15
638,806,3,2021-08-29
6963,901,2,2020-02-28
44,829,5,2020-08-02
6398,636,4,2020-06-10
9879,708,1,2020-08-01
3164,545,5,2022-12-10
4193,159,2,2020-04-27
9763,698,3,2021-11-23
2828,383,5,2021-07-24
1070,925,2,2020-12-01
3935,334,1,2022-08-24
3462,153,2,2020-09-13
3677,968,1,2022-12-12
609,5,4,2022-12-01
1124,560,2,2021-02-19
5646,574,2,2020-05-06
4957,576,2,2022-10-14
2080,818,1,2022-12-03
6052,792,4,2021-10-09
468,621,5,2021-05-13
1037,63,3,2021-03-27
8774,804,4,2022-10-08
4382,737,4,2021-05-02
4567,19,3,2022-06-01
755,733,5,2022-05-01
8521,230,5,2020-06-27
7670,792,3,2022-12-03
1516,110,3,2021-01-07
8288,465,1,2020-10-22
617,367,1,2021-09-22
6666,285,5,2021-09-28
1178,814,5,2020-08-07
4220,499,5,2022-07-16
6266,16,5,2020-04-29
8440,928,4,2021-01-07
2591,67,4,2020-12-12
4290,205,2,2021-03-30
7172,867,3,2021-11-07
6134,637,5,2021-03-24
611,117,5,2021-09-28
6910,619,4,2020-03-18
2074,53,3,2022-09-01
8244,437,5,2020-04-06
3538,979,4,2021-09-02
740,268,4,2021-08-31
2020,69,2,2021-03-11
548,113,2,2020-02-10
99,641,2,2021-09-17
9333,518,3,2020-06-07
7050,141,4,2020-01-10
2852,296,1,2020-06-24
9058,180,1,2022-05-25
1302,687,4,2020-02-01
6480,17,4,2021-03-19
2616,260,2,2020-03-09
9499,485,2,2020-01-30
7843,895,2,2021-08-18
1016,766,2,2022-05-08
8946,874,4,2022-08-21
9460,759,5,2022-05-23
7936,820,1,2020-08-10
1794,485,2,2022-01-28
3784,705,5,2020-05-26
654,15,5,2020-05-21
4087,299,4,2022-06-08
9292,373,2,2020-03-17
6303,68,5,2021-09-26
8493,499,2,2020-11-14
8656,425,3,2021-01-19
3860,118,3,2021-01-01
3613,476,1,2020-01-01
5491,280,3,2020-04-22
9260,686,4,2020-05-27
4605,496,1,2022-10-20
642,451,3,2020-12-04
6120,371,4,2022-10-14
4857,356,5,2020-11-21
3537,776,5,2021-11-14
3798,524,1,2021-07-31
5052,477,5,2022-04-16
2223,303,2,2021-06-11
51,477,3,2022-12-29
8460,224,3,2021-06-25
9219,612,1,2022-11-01
7538,606,5,2022-08-06
5073,418,2,2020-01-17
4921,547,2,2021-11-06
2579,186,3,2021-08-27
562,933,2,2021-08-11
3245,572,2,2022-07-11
2311,529,1,2022-01-21
3034,106,2,2021-10-08
492,791,1,2021-05-23
1016,548,2,2020-08-24
1772,312,5,2020-01-12
6985,164,3,2020-12-03
3034,798,4,2020-11-21
8355,983,4,2021-09-16
3723,14,1,2021-09-09
9502,834,4,2020-07-21
4317,688,2,2022-01-31
868,478,4,2021-02-19
9974,198,1,2022-10-28
6562,851,4,2022-10-02
2699,706,4,2022-05-22
591,345,3,2022-04-20
7769,901,5,2020-03-10
2603,543,4,2021-10-09
5317,520,4,2021-05-19
1075,951,5,2020-10-20
5684,96,4,2020-01-27
4400,883,2,2021-10-06
4097,574,1,2021-05-16
8391,36,3,2020-10-03
4999,65,2,2020-06-29
2759,14,2,2022-10-13
4103,627,1,2021-01-09
8025,851,5,2021-05-08
4151,382,1,2021-09-05
1152,640,4,2022-11-15
1075,503,5,2021-05-09
9542,246,1,2021-05-06
9539,302,5,2020-10-10
5234,443,4,2020-10-30
2665,312,2,2022-07-01
9218,312,2,2021-01-20
8348,184,2,2021-08-05
5278,977,3,2020-06-18
2710,931,2,2021-08-22
4642,10,2,2022-07-07
1499,706,2,2022-05-22
4950,263,3,2022-09-03
1873,907,5,2022-07-15
2713,194,1,2021-01-19
6887,68,1,2021-04-10
2828,920,1,2020-01-13
1220,140,1,2020-10-11
8506,990,1,2022-07-01
4156,107,3,2021-04-12
2257,117,4,2021-07-16
7776,629,3,2021-05-16
2943,177,4,2022-03-01
458,290,1,2021-06-06
195,781,1,2022-07-06
8051,313,3,2021-09-27
5197,444,4,2021-11-17
1104,632,1,2020-10-11
5339,56,5,2021-06-25
1687,296,1,2020-05-13
7172,990,2,2021-01-19
9099,462,5,2021-07-21
7004,915,3,2022-11-15
3104,57,4,2021-07-16
429,269,4,2020-11-06
9421,386,1,2020-03-01
7684,638,2,2021-05-21
2562,498,2,2022-03-11
6761,334,4,2022-12-04
4919,65,1,2022-09-12
1536,552,2,2020-05-26
6927,403,5,2021-08-05
1622,137,1,2021-01-25
8391,177,3,2022-05-30
6522,682,1,2022-09-04
7380,955,4,2020-02-07
4794,202,3,2020-05-11
5578,21,3,2021-03-04
1248,839,1,2020-07-29
3176,571,1,2021-11-14
9734,193,4,2021-03-04
1674,394,5,2021-04-03
4663,803,5,2020-04-23
1049,453,3,2022-04-12
3236,335,2,2020-04-29
4025,893,4,2022-07-12
5583,636,4,2020-08-04
8679,193,4,2022-07-01
2804,113,5,2020-07-05
7274,562,1,2020-04-11
7579,120,2,2022-04-06
9664,555,3,2021-01-14
4183,225,5,2022-07-14
9978,454,5,2020-03-27
9357,81,3,2020-07-20
4415,441,1,2022-05-23
2108,920,2,2021-06-06
6873,321,5,2022-12-05
1961,280,3,2020-05-29
5654,102,1,2020-04-28
8515,207,3,2020-08-06
2529,547,5,2022-06-14
2231,991,5,2020-09-28
9836,284,4,2021-06-27
5309,477,2,2020-07-27
2930,85,4,2021-02-08
3971,248,5,2022-03-31
5679,865,2,2022-01-06
6653,362,5,2022-10-11
9587,344,4,2021-03-07
8228,625,3,2021-01-14
655,499,5,2022-12-23
3113,877,2,2022-04-15
1154,654,2,2020-01-06
7088,939,1,2021-04-02
86,121,1,2020-11-28
242,126,3,2021-06-26
125,421,3,2020-10-30
9657,801,2,2021-08-17
9827,618,4,2022-02-05
2782,849,2,2021-05-23
5748,711,1,2021-01-31
3726,663,5,2020-01-20
5842,412,4,2022-07-13
396,682,1,2020-08-13
6758,447,4,2021-02-15
8906,274,1,2020-12-23
4539,703,5,2021-04-17
404,786,1,2021-04-10
637,189,2,2020-08-06
7615,384,4,2021-01-19
2729,24,5,2021-05-19
9488,719,3,2020-08-23
4084,94,3,2022-05-21
8056,221,4,2020-05-14
640,362,4,2020-06-15
1002,540,1,2022-02-15
8674,711,2,2021-06-08
9726,862,1,2022-08-12
1629,64,4,2020-05-12
9800,441,5,2020-12-28
8733,218,1,2022-11-02
4080,930,3,2022-11-16
6998,814,4,2021-04-01
3614,355,2,2020-09-05
6784,106,4,2020-03-02
4472,779,2,2021-03-04
2165,369,5,2020-01-24
7057,757,1,2020-02-11
6775,851,3,2020-05-02
736,622,3,2021-04-22
5514,148,4,2021-02-06
6818,813,2,2022-10-25
3300,684,5,2021-05-08
4771,502,5,2021-10-24
1658,346,3,2021-10-13
2722,553,5,2020-07-29
2990,215,3,2022-10-04
6157,929,5,2022-10-30
8397,981,4,2022-08-07
4149,587,3,2022-12-07
543,823,2,2022-03-31
1604,57,3,2022-09-24
2281,759,1,2020-06-25
128,17,3,2022-07-11
8985,544,3,2021-10-08
6292,28,2,2021-11-29
526,318,3,2021-07-09
1161,515,1,2021-04-13
2687,778,4,2022-06-05
2039,167,3,2022-01-09
132,237,4,2020-06-08
2952,121,4,2021-11-20
3237,562,5,2022-12-13
9226,295,2,2021-10-24
5228,949,5,2020-06-23
9217,511,4,2021-11-10
784,579,5,2020-06-12
5198,486,1,2021-04-19
4666,81,5,2021-11-22
4281,731,1,2021-02-16
1663,321,3,2020-09-15
1253,634,3,2021-08-29
9945,270,4,2022-07-25
3905,5,5,2020-07-23
7736,287,4,2022-06-01
192,985,5,2021-09-25
2603,906,2,2020-10-24
3140,677,1,2020-08-02
7416,3,2,2020-09-07
8367,228,5,2022-03-14
4973,720,4,2020-05-24
1987,143,1,2020-12-22
2140,473,1,2020-10-30
7082,273,1,2021-07-23
4993,107,5,2021-04-07
3935,307,1,2021-04-05
8147,206,5,2021-12-15
130,919,1,2022-02-02
3517,66,3,2022-02-18
9864,970,1,2022-07-17
2481,238,4,2020-03-05
8804,495,5,2021-06-15
8848,525,3,2021-03-06
6502,945,3,2021-04-01
2645,646,3,2021-10-30
4288,184,5,2022-12-30
6294,508,3,2022-05-12
2443,293,4,2022-02-15
5252,37,4,2022-06-30
654,805,5,2020-01-31
3304,129,2,2021-03-14
7665,512,1,2021-10-23
7166,505,1,2020-01-30
8126,469,4,2020-10-27
3340,642,5,2022-12-14
3735,666,1,2020-05-02
9514,584,2,2021-01-08
9906,887,3,2021-03-19
1878,974,3,2022-10-01
8978,809,4,2022-02-27
2979,373,3,2022-10-09
1884,20,3,2020-12-15
4299,725,2,2020-02-06
1025,157,1,2021-10-07
3368,421,5,2020-05-10
1205,972,5,2022-07-05
3639,755,2,2022-04-04
7023,134,4,2020-12-13
2565,862,1,2020-05-08
621,886,2,2021-02-13
5894,700,5,2022-10-29
3225,650,1,2020-05-31
7415,812,2,2022-06-19
8670,478,5,2021-08-15
448,29,1,2022-10-29
5967,306,3,2021-08-08
4869,517,4,2020-07-09
1868,881,3,2021-11-25
6712,923,4,2020-05-14
4967,758,1,2020-01-23
9274,38,3,2021-02-22
5268,50,5,2020-09-10
9822,28,2,2021-07-10
7891,662,4,2022-02-11
1580,381,2,2021-01-01
5306,435,1,2020-11-25
8686,721,1,2021-03-30
7317,780,3,2021-07-01
3029,849,5,2020-10-26
1808,312,5,2020-08-22
2684,487,5,2020-08-18
9854,399,2,2022-10-11
3358,315,3,2022-02-11
3689,973,3,2020-11-26
5035,142,3,2022-02-06
8965,181,2,2020-10-13
6227,386,1,2020-08-25
4612,806,3,2021-05-22
4947,798,3,2021-03-01
2540,814,1,2022-12-02
6815,715,2,2020-01-25
2475,499,3,2020-08-29
7844,593,5,2021-02-09
6801,424,5,2022-09-09
6744,680,3,2020-04-28
5322,258,4,2022-09-06
3045,788,5,2021-11-11
182,636,5,2022-03-02
9284,698,5,2022-04-10
9876,99,2,2021-01-10
3513,154,4,2021-10-21
9873,196,1,2021-01-06
5729,38,3,2021-11-26
2638,34,3,2022-09-25
1001,134,2,2022-04-16
5698,153,1,2020-03-29
6213,725,3,2022-11-27
3414,930,2,2021-07-26
7546,196,3,2020-06-13
3838,5,5,2021-10-24
1992,23,4,2021-03-06
862,729,4,2022-06-01
4561,367,1,2022-06-17
7349,313,2,2020-04-13
6219,566,4,2022-09-25
3759,526,2,2022-02-13
7001,317,1,2021-06-27
5498,582,4,2020-10-20
6900,632,2,2020-05-14
3853,469,4,2020-10-14
95,976,1,2020-04-16
8157,597,1,2020-02-18
8633,634,4,2021-11-05
7887,373,2,2020-07-11
8609,295,1,2021-06-14
2347,116,3,2022-07-09
9188,739,5,2021-05-16
6642,687,1,2020-06-25
7578,75,4,2022-11-29
5861,72,5,2020-09-02
8395,632,3,2021-05-29
1733,697,5,2021-04-11
1084,350,2,2022-04-05
167,646,4,2020-06-24
1170,935,2,2022-04-25
1008,67,5,2020-07-29
5672,415,1,2021-06-17
8783,958,1,2021-10-04
9374,767,2,2022-08-30
9061,882,1,2020-10-15
1556,485,4,2022-12-15
127,609,1,2020-08-13
1930,372,5,2020-03-06
2853,608,2,2021-06-09
3940,559,3,2021-04-19
6000,436,3,2020-11-06
3278,56,1,2021-01-22
9710,93,3,2021-03-20
9547,162,5,2021-11-11
6848,715,5,2020-01-08
3294,629,2,2022-03-17
1566,976,4,2021-01-27
6809,611,2,2022-04-06
9094,922,3,2020-07-07
9771,263,5,2022-08-24
4488,319,4,2022-09-20
1514,731,1,2020-01-21
9261,234,1,2020-11-17
4274,331,5,2020-10-14
9002,487,1,2022-06-06
6702,382,1,2021-09-25
8132,114,2,2020-02-07
676,811,5,2020-07-22
1185,449,4,2021-12-02
8534,925,4,2021-09-22
5518,313,2,2021-11-18
5305,715,1,2022-02-28
7392,920,2,2021-12-16
7257,973,5,2021-05-10
1327,947,3,2022-03-22
9047,339,3,2022-11-07
9225,992,2,2022-11-20
1129,458,2,2021-11-12
3170,857,2,2022-01-20
3347,280,2,2020-05-17
7079,508,5,2021-02-25
1314,787,4,2020-04-10
9256,778,4,2021-10-27
8124,241,3,2022-09-19
9907,556,4,2020-10-31
386,731,4,2022-10-03
7423,644,2,2020-05-03
5783,112,3,2020-05-09
8716,406,5,2021-06-27
3784,69,5,2020-05-11
9323,652,1,2021-08-20
1329,86,1,2022-12-15
5755,438,2,2021-09-02
6236,332,1,2021-10-09
394,62,4,2020-10-19
4125,861,3,2021-06-17
5012,581,2,2022-02-05
3141,336,4,2020-03-06
920,552,1,2021-05-04
4588,522,2,2022-02-19
9886,279,5,2020-07-26
4615,187,5,2021-04-20
2315,809,2,2021-04-01
2970,907,1,2022-06-10
5246,144,2,2022-12-15
8757,229,1,2020-01-15
6298,206,3,2020-07-20
6652,102,3,2020-03-28
4820,738,4,2020-09-17
4740,697,3,2022-05-06
9519,43,4,2021-03-02
4786,904,1,2021-05-18
6844,931,5,2021-09-18
4830,14,4,2022-07-25
9301,215,2,2021-01-25
8271,11,5,2021-09-19
5004,221,3,2020-12-21
5694,700,4,2020-10-31
3770,734,2,2021-05-30
7900,282,1,2022-01-19
5869,830,5,2022-09-14
4932,243,5,2021-05-17
707,119,2,2020-10-02
2525,355,5,2020-02-17
4007,436,2,2021-02-24
6016,723,2,2020-08-17
232,625,5,2021-02-28
3380,623,3,2020-12-13
9908,14,4,2022-03-08
4671,364,3,2022-06-30
2265,207,5,2022-10-24
6231,904,3,2021-09-21
107,515,5,2022-11-06
1728,305,3,2020-07-10
485,331,5,2021-10-14
253,278,3,2021-12-14
516,995,4,2021-11-15
4329,908,1,2021-09-24
3435,204,4,2022-10-31
5649,758,1,2021-10-05
5829,135,5,2020-05-17
3623,531,1,2020-01-13
1645,969,4,2020-11-23
9281,504,1,2021-04-24
7712,781,4,2020-01-09
4808,246,2,2020-12-23
6672,80,2,2022-06-23
5,536,2,2022-12-03
6710,682,2,2022-09-10
7362,926,3,2022-11-25
2000,596,1,2020-07-24
9043,885,4,2020-10-07
1888,194,5,2021-08-09
3526,15,4,2020-09-23
1019,632,2,2020-11-08
6642,327,1,2021-10-21
7971,129,3,2022-08-25
7022,910,5,2022-04-02
4593,377,5,2020-03-03
269,967,5,2020-10-04
9431,453,4,2020-01-27
8061,672,5,2020-02-20
4027,504,1,2022-07-27
5902,656,3,2022-12-26
5273,613,4,2020-07-25
7310,627,3,2021-03-06
6164,309,1,2021-03-09
9687,428,2,2021-02-22
8697,332,5,2022-07-17
1134,440,5,2021-09-26
4464,866,4,2020-11-04
7572,334,5,2020-04-29
8765,648,2,2020-05-09
9481,433,5,2020-02-04
1752,668,5,2021-04-11
2145,643,4,2020-12-05
3541,974,5,2022-04-15
3128,273,3,2022-03-29
3720,268,1,2022-11-04
8127,403,4,2020-01-28
420,288,5,2022-11-03
4606,242,1,2021-05-20
8930,949,4,2022-12-24
64,810,2,2022-03-31
656,652,2,2020-04-07
3695,532,4,2022-04-06
8754,799,4,2021-05-16
2937,9,2,2020-12-21
5107,85,4,2022-08-06
2234,13,1,2022-04-17
3713,959,2,2020-04-21
